date,predicted_index,real_price,regime_probability,steel_etf,iron_ore,thermal_coal_futures,bdry_freight,al_price,india_steel,vix,usd_inr,silica_quartz_index,cny_inr,hydrology_rainfall_index,zce_fesi_futures,carbon_emissions_futures,electricity_power_index,fx_effect
2028-12-08,235.65159,97.7555,0.3194,133.9326,206.0374,68.9957,22.049,2429.4618,1953.5673,2.1137,98.4603,148.27,13.786,100.0,5628.0,74.71,129.5814,7.142
2028-12-15,235.3435,97.6277,0.3059,130.4125,206.3625,75.1896,25.1995,2482.793,2004.431,1.8425,98.7189,148.27,13.786,100.0,5628.0,74.71,138.521,7.1608
2028-12-22,235.95788,97.8826,0.2946,126.9184,195.8723,67.8558,21.8091,2525.0499,2017.3158,1.7046,98.4816,148.27,13.786,100.0,5628.0,74.71,127.9363,7.1436
2028-12-29,238.21207,98.8177,0.311,119.3768,203.2927,69.0857,22.2446,2587.366,1947.5258,2.0719,98.3819,148.27,13.786,100.0,5628.0,74.71,129.7113,7.1364
2029-01-05,238.38588,98.8898,0.2596,113.8431,207.4999,70.43,22.2955,2580.3512,1940.3228,2.3611,98.7975,148.27,13.786,100.0,5628.0,74.71,131.6515,7.1665
2029-01-12,239.85021,99.4973,0.283,116.4499,213.7062,80.6791,24.1485,2441.8116,1946.9456,3.1594,99.2478,148.27,13.786,100.0,5628.0,74.71,146.444,7.1992
2029-01-19,239.78111,99.4686,0.236,113.1863,217.9085,79.4945,24.1142,2501.4024,1870.4099,3.8864,98.9433,148.27,13.786,100.0,5628.0,74.71,144.7344,7.1771
2029-01-26,240.47234,99.7553,0.2092,116.9771,231.1308,77.1148,22.2081,2521.7635,1992.0126,3.0782,98.1499,148.27,13.786,100.0,5628.0,74.71,141.2997,7.1195
2029-02-02,242.04331,100.407,0.1915,112.6903,212.2387,79.8448,22.7741,2400.3005,2121.7392,4.0335,97.6152,148.27,13.786,100.0,5628.0,74.71,145.24,7.0807
2029-02-09,245.10466,101.677,0.2207,113.6305,205.1378,90.9998,22.28,2409.1969,2059.5074,5.4408,98.9662,148.27,13.786,100.0,5628.0,74.71,161.3399,7.1787
2029-02-16,241.1841,100.0506,0.2435,110.4332,212.172,90.962,24.5596,2488.6924,2002.4495,6.3365,99.4595,148.27,13.786,100.0,5628.0,74.71,161.2854,7.2145
2029-02-23,244.80227,101.5515,0.2086,108.2771,204.6538,86.543,24.3151,2523.7233,1887.5356,6.5328,99.8786,148.27,13.786,100.0,5628.0,74.71,154.9074,7.2449
2029-03-02,245.79935,101.9651,0.1728,106.5626,206.8468,92.6109,23.773,2613.2716,1735.7089,5.3403,100.133,148.27,13.786,100.0,5628.0,74.71,163.6652,7.2634
2029-03-09,252.64737,104.8059,0.2162,104.0243,213.4486,82.8005,24.076,2692.9928,1721.1384,5.0328,100.4269,148.27,13.786,100.0,5628.0,74.71,149.5059,7.2847
2029-03-16,253.40277,105.1193,0.1823,98.8723,213.0009,83.8125,23.4099,2477.372,1709.2063,5.8166,100.998,148.27,13.786,100.0,5628.0,74.71,150.9665,7.3261
2029-03-23,253.58865,105.1964,0.1556,100.6778,208.0853,85.5807,23.6225,2408.0842,1644.4472,6.1582,100.8359,148.27,13.786,100.0,5628.0,74.71,153.5185,7.3144
2029-03-30,256.76053,106.5122,0.1609,99.2909,221.8068,82.9627,23.5985,2415.2531,1565.8859,4.6381,100.0852,148.27,13.786,100.0,5628.0,74.71,149.7399,7.2599
2029-04-06,262.46626,108.8791,0.2357,102.5336,222.6831,82.4277,22.5646,2478.2143,1504.8141,3.8796,100.4998,148.27,13.786,100.0,5628.0,74.71,148.9678,7.29
2029-04-13,264.16375,109.5833,0.3135,102.9113,225.861,78.5848,22.0434,2447.6975,1469.9398,4.2953,100.1717,148.27,13.786,100.0,5628.0,74.71,143.4213,7.2662
2029-04-20,264.82305,109.8568,0.367,101.5318,227.2668,80.3659,25.2154,2441.8614,1418.1334,3.5039,100.1297,148.27,13.786,100.0,5628.0,74.71,145.9921,7.2631
