date,predicted_index,real_price,regime_probability,steel_etf,iron_ore,thermal_coal_futures,bdry_freight,al_price,india_steel,vix,usd_inr,silica_quartz_index,cny_inr,hydrology_rainfall_index,zce_fesi_futures,carbon_emissions_futures,electricity_power_index,fx_effect
2028-06-02,274.62679,113.9236,0.3231,135.4415,211.6489,66.5231,32.5536,2751.4654,1892.1631,3.1212,102.024,148.27,13.786,100.0,5628.0,74.71,126.0127,7.4006
2028-06-09,272.44948,113.0204,0.2952,126.1737,209.0523,61.632,31.1379,2765.3431,1835.7579,3.7188,103.1725,148.27,13.786,100.0,5628.0,74.71,118.9534,7.4839
2028-06-16,272.24373,112.9351,0.3113,126.5293,218.8656,60.0008,31.0958,2674.145,1717.9762,4.6915,101.8133,148.27,13.786,100.0,5628.0,74.71,116.5992,7.3853
2028-06-23,269.51468,111.803,0.2751,130.5387,224.0585,59.1123,32.0176,2659.7394,1759.6745,4.6659,101.1132,148.27,13.786,100.0,5628.0,74.71,115.3167,7.3345
2028-06-30,271.85419,112.7735,0.2658,136.4781,218.4982,52.8003,32.9783,2779.7046,1819.6298,4.2343,99.9534,148.27,13.786,100.0,5628.0,74.71,106.2066,7.2504
2028-07-07,272.23541,112.9316,0.2637,130.5749,223.4597,58.8846,33.5305,2792.9351,1747.3476,5.3009,99.9007,148.27,13.786,100.0,5628.0,74.71,114.9881,7.2465
2028-07-14,270.25558,112.1103,0.2509,133.4358,224.7331,63.2324,34.5033,2770.1957,1778.0221,5.7441,98.9638,148.27,13.786,100.0,5628.0,74.71,121.2633,7.1786
2028-07-21,265.89374,110.3009,0.2244,131.7784,231.7186,66.0853,32.7582,2835.835,1735.464,7.6961,98.3705,148.27,13.786,100.0,5628.0,74.71,125.3809,7.1355
2028-07-28,267.29942,110.884,0.2309,145.8876,220.3308,68.1641,31.0227,2806.9971,1769.931,9.3707,99.542,148.27,13.786,100.0,5628.0,74.71,128.3812,7.2205
2028-08-04,266.3496,110.49,0.2622,155.9682,205.7194,69.4418,31.0209,2841.2307,1711.791,7.4387,98.1664,148.27,13.786,100.0,5628.0,74.71,130.2252,7.1207
2028-08-11,264.46731,109.7092,0.2595,158.1543,201.2953,63.0947,32.3481,2751.9318,1659.9366,6.7689,98.0269,148.27,13.786,100.0,5628.0,74.71,121.0645,7.1106
2028-08-18,260.83856,108.2039,0.3143,153.7328,207.1296,67.0563,32.6125,2789.3751,1819.3643,5.6054,97.1517,148.27,13.786,100.0,5628.0,74.71,126.7823,7.0471
2028-08-25,266.55644,110.5758,0.2982,151.9237,222.2216,67.4395,31.0083,2710.3521,1869.6689,4.8383,97.2107,148.27,13.786,100.0,5628.0,74.71,127.3353,7.0514
2028-09-01,263.17315,109.1723,0.2991,161.3425,211.5004,65.3463,27.9362,2716.2727,1933.9344,4.897,98.0846,148.27,13.786,100.0,5628.0,74.71,124.3142,7.1148
2028-09-08,262.4974,108.892,0.3144,157.5086,214.6405,67.3197,29.1722,2633.1841,1860.9115,4.3725,97.9154,148.27,13.786,100.0,5628.0,74.71,127.1625,7.1025
2028-09-15,262.07965,108.7187,0.3215,151.5275,201.095,76.4603,26.8249,2698.1398,1863.4778,4.5527,97.9156,148.27,13.786,100.0,5628.0,74.71,140.355,7.1025
2028-09-22,255.56574,106.0165,0.3536,148.5283,210.8781,79.0709,28.0474,2658.7936,1844.5527,3.7609,97.6654,148.27,13.786,100.0,5628.0,74.71,144.1229,7.0844
2028-09-29,251.96697,104.5237,0.3463,148.8808,212.3491,78.0266,28.4636,2856.4576,1820.7835,3.3873,98.044,148.27,13.786,100.0,5628.0,74.71,142.6158,7.1119
2028-10-06,251.48751,104.3248,0.3137,146.3803,203.9411,80.4021,28.5797,2710.7665,1770.5698,2.1288,98.2547,148.27,13.786,100.0,5628.0,74.71,146.0442,7.1271
2028-10-13,251.11182,104.1689,0.2857,150.0485,193.565,75.9413,29.4801,2657.1587,1765.811,1.9443,97.9622,148.27,13.786,100.0,5628.0,74.71,139.606,7.1059
2028-10-20,244.89317,101.5892,0.2743,152.146,188.6797,76.0118,27.93,2541.3547,1836.9894,2.1069,99.6097,148.27,13.786,100.0,5628.0,74.71,139.7078,7.2254
2028-10-27,244.88413,101.5855,0.2646,151.2623,196.438,73.7692,25.607,2632.2892,1812.016,2.4265,100.1651,148.27,13.786,100.0,5628.0,74.71,136.471,7.2657
2028-11-03,241.48002,100.1734,0.3225,148.5855,196.3179,77.6271,24.1389,2640.7414,1726.3939,2.068,100.1435,148.27,13.786,100.0,5628.0,74.71,142.0392,7.2641
2028-11-10,237.58185,98.5563,0.3214,140.7038,195.999,83.1721,22.6429,2469.8454,1693.4901,1.7966,98.498,148.27,13.786,100.0,5628.0,74.71,150.0422,7.1448
2028-11-17,236.90519,98.2756,0.3381,148.2548,187.2555,75.6767,21.9709,2463.6044,1762.428,2.254,99.3739,148.27,13.786,100.0,5628.0,74.71,139.2242,7.2083
2028-11-24,237.56422,98.549,0.3162,143.9823,188.5451,70.5355,22.0744,2470.0522,1898.8664,2.1724,99.4399,148.27,13.786,100.0,5628.0,74.71,131.8038,7.2131
2028-12-01,239.05886,99.169,0.2879,138.8008,198.7869,66.5655,20.004,2519.4766,1996.4943,2.0203,99.1254,148.27,13.786,100.0,5628.0,74.71,126.0739,7.1903
